'MANUFACTURERID',TRANSACTIONDATE,'EMPLOYEEID','AMOUNT','DESCRIPTION','REFERENCE'
21,'2002-08-04',51512,2469.28,'Automatic EOQ Inventory purchase',8563
21,'2002-08-04',87295,-1671.02,'Automatic payment of bills',8540
21,'2002-04-04',73735,2248.7,'Automatic EOQ Inventory purchase',8473
21,'2002-03-07',87295,-1963.9,'Automatic payment of bills',8429
21,'2002-10-17',88873,1527.9,'Automatic EOQ Inventory purchase',8608
21,'2002-03-12',88873,1977.79,'Automatic EOQ Inventory purchase',8451
21,'2002-04-10',22343,-1977.79,'Automatic payment of bills',8451
21,'2002-05-04',51512,-2248.7,'Automatic payment of bills',8473
21,'2002-05-04',73735,2525.86,'Automatic EOQ Inventory purchase',8495
21,'2003-11-01',73735,1792.49,'Automatic EOQ Inventory purchase',8927
21,'2002-06-04',87295,-2525.86,'Automatic payment of bills',8495
21,'1994-01-01',87295,82,'Initial Purchase for startup',21
21,'2002-06-14',29387,2210.72,'Automatic EOQ Inventory purchase',8518
21,'2002-07-10',89097,1671.02,'Automatic EOQ Inventory purchase',8540
21,'2002-07-14',22343,-2210.72,'Automatic payment of bills',8518
22,'1998-06-05',87295,1287.81,'Automatic EOQ Inventory purchase',990
22,'1998-10-06',73735,1251.62,'Automatic EOQ Inventory purchase',1070
22,'1998-09-18',22343,1380.25,'Automatic EOQ Inventory purchase',1050
22,'1998-09-11',73735,-1484.76,'Automatic payment of bills',1030
22,'1998-08-14',22343,-1679.77,'Automatic payment of bills',1010
22,'1998-08-12',22343,1484.76,'Automatic EOQ Inventory purchase',1030
22,'1998-07-18',87295,1679.77,'Automatic EOQ Inventory purchase',1010
22,'1998-05-05',87295,1337.03,'Automatic EOQ Inventory purchase',970
22,'1998-06-06',51512,-1337.03,'Automatic payment of bills',970
22,'1998-10-20',22343,-1380.25,'Automatic payment of bills',1050
22,'1998-05-01',88873,-1389.89,'Automatic payment of bills',950
22,'1998-04-07',29387,-1275.55,'Automatic payment of bills',930
22,'1998-07-07',87295,-1287.81,'Automatic payment of bills',990
22,'1998-11-02',88873,-1251.62,'Automatic payment of bills',1070
22,'1998-11-05',87295,1246.29,'Automatic EOQ Inventory purchase',1090
22,'1998-12-06',89097,-1246.29,'Automatic payment of bills',1090
22,'1998-12-18',87295,450.43,'Automatic EOQ Inventory purchase',1110
22,'1998-12-18',73735,229.54,'Automatic EOQ Inventory purchase',8133
22,'1999-01-04',51512,538.58,'Automatic EOQ Inventory purchase',8153
22,'1999-01-16',88873,-450.43,'Automatic payment of bills',1110
22,'1999-02-08',88873,195.02,'Automatic EOQ Inventory purchase',8173
22,'1999-02-12',87295,450.43,'Automatic refund for overpayment',1110
22,'2000-01-15',88873,773.71,'Automatic EOQ Inventory purchase',7253
22,'2000-02-13',73735,-773.71,'Automatic payment of bills',7253
22,'2000-03-23',89097,-120.8,'Automatic payment of bills',7295
22,'1998-04-03',88873,1389.89,'Automatic EOQ Inventory purchase',950
22,'1997-09-08',51512,751.78,'Automatic EOQ Inventory purchase',810
22,'2000-02-24',22343,120.8,'Automatic EOQ Inventory purchase',7295
22,'1997-08-27',87295,-554.92,'Automatic payment of bills',790
22,'1997-02-20',73735,120.03,'Automatic EOQ Inventory purchase',671
22,'1997-03-08',29387,861.31,'Automatic EOQ Inventory purchase',690
22,'1997-03-28',73735,-120.03,'Automatic payment of bills',671
22,'1997-04-06',22343,-861.31,'Automatic payment of bills',690
22,'1997-04-15',15293,757.44,'Automatic EOQ Inventory purchase',710
22,'1997-05-18',15293,-757.44,'Automatic payment of bills',710
22,'1997-05-18',87295,668.33,'Automatic EOQ Inventory purchase',730
22,'1997-06-14',87295,826.84,'Automatic EOQ Inventory purchase',750
22,'1997-06-22',51512,-668.33,'Automatic payment of bills',730
22,'1997-07-06',51512,695.62,'Automatic EOQ Inventory purchase',770
22,'1997-07-13',88873,-826.84,'Automatic payment of bills',750
22,'1998-03-09',29387,-679.25,'Automatic payment of bills',910
22,'1997-08-09',29387,-695.62,'Automatic payment of bills',770
22,'1994-01-30',89097,-217.5,'Automatic payment of bills',22
22,'1997-10-11',88873,785.31,'Automatic EOQ Inventory purchase',830
22,'1997-10-07',15293,-751.78,'Automatic payment of bills',810
22,'1994-01-01',87295,217.5,'Initial Purchase for startup',22
22,'1997-11-08',87295,-785.31,'Automatic payment of bills',830
22,'1997-11-13',87295,811.46,'Automatic EOQ Inventory purchase',850
22,'1997-12-12',88873,612.59,'Automatic EOQ Inventory purchase',870
22,'1997-12-17',22343,-811.46,'Automatic payment of bills',850
22,'1998-01-11',88873,-612.59,'Automatic payment of bills',870
22,'1998-01-20',15293,577.56,'Automatic EOQ Inventory purchase',890
22,'1998-02-06',22343,679.25,'Automatic EOQ Inventory purchase',910
22,'1998-02-16',87295,-577.56,'Automatic payment of bills',890
22,'1998-03-08',89097,1275.55,'Automatic EOQ Inventory purchase',930
22,'1997-08-03',87295,554.92,'Automatic EOQ Inventory purchase',790
26,'1994-01-01',87295,197.7,'Initial Purchase for startup',26
26,'1994-01-29',87295,-197.7,'Automatic payment of bills',26
27,'1998-12-02',22343,417,'Automatic EOQ Inventory purchase',8134
27,'1998-05-04',51512,2144.75,'Automatic EOQ Inventory purchase',971
27,'1998-05-16',22343,-1973.64,'Automatic payment of bills',951
27,'1998-05-29',73735,-2144.75,'Automatic payment of bills',971
27,'1998-06-15',51512,1881.8,'Automatic EOQ Inventory purchase',991
27,'1998-07-12',73735,2316.61,'Automatic EOQ Inventory purchase',1011
27,'1998-07-15',73735,-1881.8,'Automatic payment of bills',991
27,'1998-08-03',15293,2372.46,'Automatic EOQ Inventory purchase',1031
27,'1998-08-13',73735,-2316.61,'Automatic payment of bills',1011
27,'1998-08-29',87295,-2372.46,'Automatic payment of bills',1031
27,'1998-09-03',51512,2043.55,'Automatic EOQ Inventory purchase',1051
27,'1998-10-05',15293,-2043.55,'Automatic payment of bills',1051
27,'1998-10-09',51512,2169.56,'Automatic EOQ Inventory purchase',1071
27,'1998-11-15',88873,1579.81,'Automatic EOQ Inventory purchase',1091
27,'1998-12-09',22343,483.94,'Automatic EOQ Inventory purchase',1111
27,'1998-12-12',73735,-1579.81,'Automatic payment of bills',1091
27,'2000-03-15',88873,-192.87,'Automatic payment of bills',7296
27,'1999-01-01',73735,-483.94,'Automatic payment of bills',1111
27,'1998-04-19',87295,1973.64,'Automatic EOQ Inventory purchase',951
27,'1999-01-18',88873,710.94,'Automatic EOQ Inventory purchase',8154
27,'1999-01-27',22343,483.94,'Automatic refund for overpayment',1111
27,'1999-02-16',22343,367.21,'Automatic EOQ Inventory purchase',8174
27,'2000-01-21',51512,1375.12,'Automatic EOQ Inventory purchase',7254
27,'2000-02-19',15293,-1375.12,'Automatic payment of bills',7254
27,'2000-02-22',22343,192.87,'Automatic EOQ Inventory purchase',7296
27,'1997-05-06',29387,496.33,'Automatic EOQ Inventory purchase',731
27,'1998-11-07',29387,-2169.56,'Automatic payment of bills',1071
27,'1997-04-06',87295,710.75,'Automatic EOQ Inventory purchase',711
27,'1998-04-11',87295,-1706.98,'Automatic payment of bills',931
27,'1997-06-13',88873,1079.28,'Automatic EOQ Inventory purchase',751
27,'1994-01-01',87295,720.1,'Initial Purchase for startup',27
27,'1994-01-27',88873,-720.1,'Automatic payment of bills',27
27,'1997-04-02',22343,-921.22,'Automatic payment of bills',691
27,'1997-05-01',88873,-710.75,'Automatic payment of bills',711
27,'1997-05-30',73735,-496.33,'Automatic payment of bills',731
27,'1997-07-09',51512,799.17,'Automatic EOQ Inventory purchase',771
27,'1997-07-12',29387,-1079.28,'Automatic payment of bills',751
27,'1997-08-08',22343,-799.17,'Automatic payment of bills',771
27,'1997-08-18',87295,793.37,'Automatic EOQ Inventory purchase',791
27,'1997-09-05',87295,1206.62,'Automatic EOQ Inventory purchase',811
27,'1998-03-21',51512,-1350.31,'Automatic payment of bills',911
27,'1997-03-06',73735,921.22,'Automatic EOQ Inventory purchase',691
27,'1998-03-10',22343,1706.98,'Automatic EOQ Inventory purchase',931
27,'1997-09-19',73735,-793.37,'Automatic payment of bills',791
27,'1998-01-30',88873,-811.54,'Automatic payment of bills',891
27,'1998-01-12',22343,-752.35,'Automatic payment of bills',871
27,'1998-01-05',29387,811.54,'Automatic EOQ Inventory purchase',891
27,'1997-12-12',29387,752.35,'Automatic EOQ Inventory purchase',871
27,'1997-12-03',88873,-1491.92,'Automatic payment of bills',851
27,'1997-11-05',29387,-1260.34,'Automatic payment of bills',831
27,'1997-11-02',87295,1491.92,'Automatic EOQ Inventory purchase',851
27,'1997-10-07',22343,1260.34,'Automatic EOQ Inventory purchase',831
27,'1997-10-06',88873,-1206.62,'Automatic payment of bills',811
27,'1998-02-17',22343,1350.31,'Automatic EOQ Inventory purchase',911
28,'1994-01-30',51512,-565,'Automatic payment of bills',28
28,'1994-01-01',87295,565,'Initial Purchase for startup',28
29,'1997-05-13',87295,652.98,'Automatic EOQ Inventory purchase',732
29,'1997-07-30',89097,-981.34,'Automatic payment of bills',772
29,'1997-06-13',51512,-652.98,'Automatic payment of bills',732
29,'1997-06-15',15293,552.73,'Automatic EOQ Inventory purchase',752
29,'1997-07-05',15293,981.34,'Automatic EOQ Inventory purchase',772
29,'1997-07-16',89097,-552.73,'Automatic payment of bills',752
29,'1997-08-15',88873,574.59,'Automatic EOQ Inventory purchase',792
29,'1997-09-08',29387,796.89,'Automatic EOQ Inventory purchase',812
29,'1997-09-12',88873,-574.59,'Automatic payment of bills',792
29,'1997-10-11',89097,-796.89,'Automatic payment of bills',812
29,'1997-10-18',73735,710.91,'Automatic EOQ Inventory purchase',832
29,'1997-11-17',15293,-710.91,'Automatic payment of bills',832
29,'1997-12-01',51512,602.7,'Automatic EOQ Inventory purchase',872
29,'1997-05-13',89097,-408.43,'Automatic payment of bills',712
29,'1996-09-16',87295,-1406.04,'Automatic payment of bills',567
29,'1997-11-08',88873,746.34,'Automatic EOQ Inventory purchase',852
29,'1997-01-09',73735,1757.54,'Automatic EOQ Inventory purchase',652
29,'1996-08-17',22343,-1593.27,'Automatic payment of bills',550
29,'1996-09-09',88873,1929.36,'Automatic EOQ Inventory purchase',584
29,'1998-08-13',89097,814.8,'Automatic EOQ Inventory purchase',1032
29,'1996-10-12',15293,-1929.36,'Automatic payment of bills',584
29,'1997-12-07',73735,-746.34,'Automatic payment of bills',852
29,'1996-12-10',51512,1840.47,'Automatic EOQ Inventory purchase',635
29,'1996-11-07',51512,1750.89,'Automatic EOQ Inventory purchase',618
29,'1997-01-08',22343,-1840.47,'Automatic payment of bills',635
29,'1997-04-12',88873,408.43,'Automatic EOQ Inventory purchase',712
29,'1997-02-04',15293,-1757.54,'Automatic payment of bills',652
29,'1997-02-05',73735,906.3,'Automatic EOQ Inventory purchase',672
29,'1997-02-10',51512,1840.47,'Automatic refund for overpayment',635
29,'1997-03-05',51512,-906.3,'Automatic payment of bills',672
29,'1997-03-06',87295,608.35,'Automatic EOQ Inventory purchase',692
29,'1997-03-14',87295,-1840.47,'Automatic payment of bills',635
29,'1997-04-05',29387,-608.35,'Automatic payment of bills',692
29,'1996-12-11',29387,-1750.89,'Automatic payment of bills',618
29,'1999-02-17',87295,500.48,'Automatic EOQ Inventory purchase',8175
29,'1998-07-18',22343,-1086.9,'Automatic payment of bills',992
29,'1998-11-16',22343,638.65,'Automatic EOQ Inventory purchase',1092
29,'1998-12-04',29387,182.04,'Automatic EOQ Inventory purchase',1112
29,'1998-12-14',88873,899.21,'Automatic EOQ Inventory purchase',8135
29,'1998-12-18',88873,-638.65,'Automatic payment of bills',1092
29,'1999-01-04',88873,1136.48,'Automatic EOQ Inventory purchase',8155
29,'1998-10-11',22343,-660.13,'Automatic payment of bills',1052
29,'1999-02-05',88873,182.04,'Automatic refund for overpayment',1112
29,'1998-10-04',15293,809.5,'Automatic EOQ Inventory purchase',1072
29,'2000-01-23',89097,2366.78,'Automatic EOQ Inventory purchase',7255
29,'2000-02-17',88873,-2366.78,'Automatic payment of bills',7255
29,'2000-03-11',29387,111.22,'Automatic EOQ Inventory purchase',7297
29,'2000-04-01',51512,-111.22,'Automatic payment of bills',7297
29,'1996-10-02',51512,1531.93,'Automatic EOQ Inventory purchase',601
29,'1996-08-14',51512,1406.04,'Automatic EOQ Inventory purchase',567
29,'1999-01-05',22343,-182.04,'Automatic payment of bills',1112
29,'1998-05-19',88873,-808.32,'Automatic payment of bills',952
29,'1998-01-13',87295,785.98,'Automatic EOQ Inventory purchase',892
29,'1998-02-05',15293,-785.98,'Automatic payment of bills',892
29,'1998-02-06',73735,337.91,'Automatic EOQ Inventory purchase',912
29,'1998-03-04',22343,899.14,'Automatic EOQ Inventory purchase',932
29,'1998-03-06',73735,-337.91,'Automatic payment of bills',912
29,'1998-04-07',29387,-899.14,'Automatic payment of bills',932
29,'1998-10-31',29387,-809.5,'Automatic payment of bills',1072
29,'1998-05-10',73735,1025.96,'Automatic EOQ Inventory purchase',972
29,'1997-12-26',29387,-602.7,'Automatic payment of bills',872
29,'1998-06-14',88873,-1025.96,'Automatic payment of bills',972
29,'1998-06-16',29387,1086.9,'Automatic EOQ Inventory purchase',992
29,'1998-07-12',73735,941.72,'Automatic EOQ Inventory purchase',1012
29,'1998-08-11',51512,-941.72,'Automatic payment of bills',1012
29,'1998-09-10',29387,660.13,'Automatic EOQ Inventory purchase',1052
29,'1998-09-14',29387,-814.8,'Automatic payment of bills',1032
29,'1998-04-20',87295,808.32,'Automatic EOQ Inventory purchase',952
29,'1995-02-06',22343,1310.06,'Automatic refund for overpayment',181
29,'1994-10-15',22343,1025.52,'Automatic EOQ Inventory purchase',145
29,'1994-11-04',73735,1013,'Automatic EOQ Inventory purchase',163
29,'1994-11-15',89097,-1025.52,'Automatic payment of bills',145
29,'1994-12-05',29387,-1013,'Automatic payment of bills',163
17,'1997-10-18',22343,299.83,'Automatic EOQ Inventory purchase',827
17,'1997-01-11',87295,-868.92,'Automatic payment of bills',633
17,'1996-09-05',15293,-841.86,'Automatic payment of bills',565
17,'1998-10-02',51512,378.09,'Automatic EOQ Inventory purchase',1067
17,'1997-12-16',89097,-414.77,'Automatic payment of bills',847
17,'1996-10-03',73735,737.3,'Automatic EOQ Inventory purchase',599
17,'1996-11-09',22343,937.51,'Automatic EOQ Inventory purchase',616
17,'1997-02-08',73735,868.92,'Automatic refund for overpayment',633
17,'1996-12-15',22343,868.92,'Automatic EOQ Inventory purchase',633
17,'1997-04-13',88873,427.51,'Automatic EOQ Inventory purchase',707
17,'1997-02-05',87295,583.9,'Automatic EOQ Inventory purchase',668
17,'1997-02-18',87295,-858.07,'Automatic payment of bills',650
17,'1997-03-06',15293,-868.92,'Automatic payment of bills',633
17,'1997-03-08',73735,-583.9,'Automatic payment of bills',668
17,'1997-03-08',88873,432.15,'Automatic EOQ Inventory purchase',687
17,'1997-04-05',87295,-432.15,'Automatic payment of bills',687
17,'1996-12-14',89097,-937.51,'Automatic payment of bills',616
17,'1999-02-20',51512,108.38,'Automatic EOQ Inventory purchase',8170
17,'1998-09-02',22343,355.41,'Automatic EOQ Inventory purchase',1047
17,'1998-11-17',87295,316.79,'Automatic EOQ Inventory purchase',1087
17,'1998-12-05',88873,178.1,'Automatic EOQ Inventory purchase',8130
17,'1998-12-16',73735,-316.79,'Automatic payment of bills',1087
17,'1998-12-19',87295,141.31,'Automatic EOQ Inventory purchase',1107
17,'1999-01-06',87295,331.44,'Automatic EOQ Inventory purchase',8150
17,'1998-10-09',73735,-355.41,'Automatic payment of bills',1047
17,'1999-02-16',22343,141.31,'Automatic refund for overpayment',1107
17,'1998-09-08',22343,-394.7,'Automatic payment of bills',1027
17,'2000-01-31',88873,487.54,'Automatic EOQ Inventory purchase',7250
17,'2000-03-04',89097,-487.54,'Automatic payment of bills',7250
17,'2000-03-11',73735,75.25,'Automatic EOQ Inventory purchase',7292
17,'2000-04-06',73735,-75.25,'Automatic payment of bills',7292
17,'1996-09-28',89097,-901.53,'Automatic payment of bills',582
17,'1996-09-01',22343,901.53,'Automatic EOQ Inventory purchase',582
17,'1999-01-22',89097,-141.31,'Automatic payment of bills',1107
17,'1998-05-20',88873,257.55,'Automatic EOQ Inventory purchase',967
17,'1998-01-08',51512,-368.77,'Automatic payment of bills',867
17,'1998-02-05',51512,-491.2,'Automatic payment of bills',887
17,'1998-02-10',87295,228.27,'Automatic EOQ Inventory purchase',907
17,'1998-03-14',29387,-228.27,'Automatic payment of bills',907
17,'1998-03-20',89097,444.51,'Automatic EOQ Inventory purchase',927
17,'1998-04-14',88873,414.54,'Automatic EOQ Inventory purchase',947
17,'1998-10-30',15293,-378.09,'Automatic payment of bills',1067
17,'1998-05-14',51512,-414.54,'Automatic payment of bills',947
17,'1998-01-02',87295,491.2,'Automatic EOQ Inventory purchase',887
17,'1998-06-09',22343,388.7,'Automatic EOQ Inventory purchase',987
17,'1998-06-19',51512,-257.55,'Automatic payment of bills',967
17,'1998-07-10',29387,-388.7,'Automatic payment of bills',987
17,'1998-07-14',73735,288.16,'Automatic EOQ Inventory purchase',1007
17,'1998-08-07',51512,-288.16,'Automatic payment of bills',1007
17,'1998-08-15',73735,394.7,'Automatic EOQ Inventory purchase',1027
17,'1998-04-20',87295,-444.51,'Automatic payment of bills',927
17,'1995-01-30',15293,-339.81,'Automatic payment of bills',196
17,'1995-03-20',22343,-494.9,'Automatic payment of bills',178
17,'1994-10-11',51512,-370.4,'Automatic payment of bills',124
17,'1994-11-03',15293,385.51,'Automatic EOQ Inventory purchase',160
17,'1994-11-07',15293,-352.84,'Automatic payment of bills',142
17,'1994-11-29',88873,-385.51,'Automatic payment of bills',160
17,'1994-12-11',88873,494.9,'Automatic EOQ Inventory purchase',178
17,'1994-09-11',22343,370.4,'Automatic EOQ Inventory purchase',124
17,'1995-01-14',15293,-494.9,'Automatic payment of bills',178
17,'1994-09-02',89097,-526.46,'Automatic payment of bills',106
17,'1995-02-11',88873,302.49,'Automatic EOQ Inventory purchase',259
17,'1995-02-16',29387,27.16,'Automatic EOQ Inventory purchase',242
17,'1995-02-17',87295,494.9,'Automatic refund for overpayment',178
17,'1995-03-03',73735,487.33,'Automatic EOQ Inventory purchase',276
17,'1995-03-14',51512,-302.49,'Automatic payment of bills',259
17,'1995-03-16',51512,-27.16,'Automatic payment of bills',242
17,'1995-01-02',73735,339.81,'Automatic EOQ Inventory purchase',196
17,'1994-04-12',88873,584.18,'Automatic EOQ Inventory purchase',53
17,'1996-08-20',87295,-728.26,'Automatic payment of bills',548
17,'1996-10-28',51512,-737.3,'Automatic payment of bills',599
17,'1994-01-01',87295,1902.6,'Initial Purchase for startup',17
17,'1994-01-31',15293,-1902.6,'Automatic payment of bills',17
17,'1994-02-08',22343,75.12,'Automatic EOQ Inventory purchase',39
17,'1994-03-08',73735,462.44,'Automatic EOQ Inventory purchase',45
17,'1994-10-03',22343,352.84,'Automatic EOQ Inventory purchase',142
