'CUSTOMERID',TRANSACTIONDATE,'EMPLOYEEID','AMOUNT','DESCRIPTION','REFERENCE'
5638,'1998-06-07',29387,2429.5,'Order was shipped',6256
5639,'1998-07-27',89097,2716,'Order was shipped',6257
5639,'1998-09-21',34192,-2716,'Single/final payment for purchase',6257
5640,'1998-08-28',87295,2991.87,'Order was shipped',6258
5640,'1998-09-30',34192,-2991.87,'Single/final payment for purchase',6258
5640,'2002-01-07',15293,2906.87,'Order was shipped',19869
5640,'2002-02-08',29387,-2906.86,'Single/final payment for purchase',19869
5641,'1998-06-21',89097,-682.65,'Monthly payment #2',6259
5641,'1998-08-04',34192,-682.65,'Monthly payment #3',6259
5641,'1998-06-06',34192,-682.66,'Monthly payment #1',6259
5641,'1998-03-24',89097,2730.6,'Order was shipped',6259
5641,'1998-08-28',87295,-682.64,'Monthly payment #4',6259
5642,'1998-06-15',15293,2380,'Order was shipped',6260
5642,'1998-07-14',98766,-2380,'Single/final payment for purchase',6260
5643,'1998-08-08',51512,1903.65,'Order was shipped',6261
5643,'1998-09-30',87295,-1903.65,'Single/final payment for purchase',6261
5644,'1998-10-15',87295,-1300.56,'Monthly payment #1',6262
5644,'1998-10-23',51512,-1300.54,'Monthly payment #2',6262
5644,'1998-07-19',87295,2601.1,'Order was shipped',6262
5645,'1998-06-09',51512,-1936.15,'Single/final payment for purchase',6263
5645,'1998-05-09',51512,1936.15,'Order was shipped',6263
5646,'1998-07-19',87295,2285.39,'Order was shipped',6264
5646,'1998-12-11',34192,-285.67,'Monthly payment #3',6264
5646,'1998-10-31',89097,-285.67,'Monthly payment #2',6264
5646,'1999-08-28',87295,-285.6897,'Monthly payment #8',6264
5646,'1998-10-03',34192,-285.67,'Monthly payment #1',6264
5646,'1999-06-29',87295,-285.67,'Monthly payment #7',6264
5646,'1999-06-11',98766,-285.67,'Monthly payment #6',6264
5646,'1999-04-28',51512,-285.67,'Monthly payment #5',6264
5646,'1999-01-12',46583,-285.67,'Monthly payment #4',6264
5647,'1998-12-03',51512,-439.2,'Monthly payment #1',6265
5647,'1999-01-20',46583,-439.2,'Monthly payment #2',6265
5647,'1999-02-12',98766,-439.2,'Monthly payment #3',6265
5647,'1999-05-28',29387,-439.2,'Monthly payment #4',6265
5647,'1999-06-05',89097,-439.2,'Monthly payment #5',6265
5647,'1999-07-04',89097,-439.1899,'Monthly payment #6',6265
5647,'1998-09-29',87295,2635.19,'Order was shipped',6265
5648,'1998-07-15',34192,-464.55,'Monthly payment #2',6266
5648,'1999-04-11',87295,-464.5298,'Monthly payment #8',6266
5648,'1999-02-22',46583,-464.55,'Monthly payment #7',6266
5648,'1999-01-16',89097,-464.55,'Monthly payment #6',6266
5648,'1998-10-23',98766,-464.55,'Monthly payment #5',6266
5648,'1998-08-16',51512,-464.55,'Monthly payment #3',6266
5648,'1998-04-20',87295,-464.55,'Monthly payment #1',6266
5648,'1998-02-04',29387,3716.39,'Order was shipped',6266
5648,'1998-09-19',29387,-464.55,'Monthly payment #4',6266
5649,'2002-06-26',46583,-1173.13,'Monthly payment #2',20825
5649,'2002-07-10',34192,-3126.62,'Single/final payment for purchase',20980
5649,'2002-08-24',34192,-1173.11,'Monthly payment #4',20825
5649,'2002-07-30',98766,-1173.12,'Monthly payment #3',20825
5649,'2002-05-25',51512,-1173.12,'Monthly payment #1',20825
5649,'2002-03-26',87295,4692.48,'Order was shipped',20825
5649,'1998-10-28',87295,-2021.94,'Single/final payment for purchase',6267
5649,'1998-09-13',87295,2021.94,'Order was shipped',6267
5649,'2002-06-06',51512,3126.63,'Order was shipped',20980
5650,'1998-06-19',29387,2651.87,'Order was shipped',6268
5650,'1998-07-23',87295,-2651.87,'Single/final payment for purchase',6268
5651,'1998-08-13',98766,-1160.18,'Monthly payment #1',6269
5651,'1998-10-12',89097,-1160.18,'Monthly payment #2',6269
5651,'1998-11-02',29387,-1160.19,'Monthly payment #3',6269
5651,'1998-05-23',51512,3480.55,'Order was shipped',6269
5652,'1998-04-28',29387,-340.81,'Monthly payment #2',6270
5652,'1998-12-28',87295,-340.8298,'Monthly payment #8',6270
5652,'1998-10-30',98766,-340.81,'Monthly payment #7',6270
5652,'1998-09-10',34192,-340.81,'Monthly payment #6',6270
5652,'1998-08-08',15293,-340.81,'Monthly payment #5',6270
5652,'1998-06-11',51512,-340.81,'Monthly payment #3',6270
5652,'1998-03-31',46583,-340.81,'Monthly payment #1',6270
5652,'1998-01-21',29387,2726.5,'Order was shipped',6270
5652,'1998-07-06',15293,-340.81,'Monthly payment #4',6270
5653,'1998-01-21',15293,2562.6,'Order was shipped',6271
5653,'1998-06-29',46583,-1281.31,'Monthly payment #1',6271
5653,'1998-08-04',51512,-1281.29,'Monthly payment #2',6271
5653,'2003-02-26',51512,4694.7,'Order was shipped',22876
5653,'2003-03-30',34192,-4694.69,'Single/final payment for purchase',22876
3903,'1997-03-25',89097,-526,'Monthly payment #1',4021
3903,'1997-01-10',87295,3682,'Order was shipped',4021
3903,'1997-06-22',89097,-526,'Monthly payment #4',4021
3904,'1996-10-29',51512,2603.39,'Order was shipped',4022
3904,'1996-12-11',87295,-2603.38,'Single/final payment for purchase',4022
3905,'1996-05-05',89097,2201.5,'Order was shipped',4023
3905,'1996-06-14',87295,-2201.5,'Single/final payment for purchase',4023
3905,'2002-05-03',51512,2800,'Order was shipped',20573
3905,'2002-06-06',98766,-2800,'Single/final payment for purchase',20573
3906,'1997-01-18',46583,-470.88,'Monthly payment #3',4024
3906,'1997-02-21',46583,-470.89,'Monthly payment #4',4024
3906,'1996-10-22',87295,-470.88,'Monthly payment #1',4024
3906,'1996-08-07',51512,2354.42,'Order was shipped',4024
3906,'1997-04-28',46583,-470.8799,'Monthly payment #5',4024
3906,'1996-12-09',89097,-470.88,'Monthly payment #2',4024
3907,'1996-02-05',87295,2435.3,'Order was shipped',4025
3907,'1996-03-16',46583,-2435.3,'Single/final payment for purchase',4025
3907,'1998-09-23',89097,2749.94,'Order was shipped',8685
3907,'1998-11-27',51512,-549.99,'Monthly payment #1',8685
3907,'1999-03-13',46583,-549.99,'Monthly payment #2',8685
3907,'1999-04-09',87295,-549.99,'Monthly payment #3',8685
3907,'1999-05-17',29387,-549.99,'Monthly payment #4',8685
3907,'1999-06-10',29387,-549.98,'Monthly payment #5',8685
3908,'1996-11-20',46583,-2182.86,'Single/final payment for purchase',4026
3908,'1996-10-13',15293,2182.83,'Order was shipped',4026
3909,'1996-06-14',29387,3136,'Order was shipped',4027
3909,'1996-08-05',46583,-3136,'Single/final payment for purchase',4027
3910,'1996-02-04',51512,2046,'Order was shipped',4028
3910,'1996-03-27',46583,-2046,'Single/final payment for purchase',4028
3911,'1996-09-11',29387,2322.25,'Order was shipped',4029
3911,'1996-11-05',46583,-2322.25,'Single/final payment for purchase',4029
3912,'1997-01-04',15293,2020,'Order was shipped',4030
3912,'1997-02-19',46583,-2020,'Single/final payment for purchase',4030
3913,'1996-09-10',51512,2413.6,'Order was shipped',4031
3913,'1996-10-18',46583,-2413.6,'Single/final payment for purchase',4031
3914,'1996-07-05',15293,2129.19,'Order was shipped',4032
3914,'1996-09-13',87295,-1064.59,'Monthly payment #1',4032
3914,'1996-10-12',89097,-1064.6,'Monthly payment #2',4032
3915,'1996-10-13',89097,2495.5,'Order was shipped',4033
3915,'1996-12-23',87295,-1247.75,'Monthly payment #1',4033
3915,'1997-01-22',15293,-1247.75,'Monthly payment #2',4033
3916,'1996-11-26',15293,-2159.5,'Single/final payment for purchase',4034
3916,'2004-02-12',51512,3923.5,'Order was shipped',25373
3916,'2004-03-15',98766,-3923.5,'Single/final payment for purchase',25373
3916,'1996-10-15',89097,2159.5,'Order was shipped',4034
3917,'1996-11-03',89097,2086,'Order was shipped',4035
3917,'1996-12-23',15293,-2086,'Single/final payment for purchase',4035
3918,'1996-10-05',34192,-320.51,'Monthly payment #6',4036
3918,'2002-06-10',98766,-2805.19,'Single/final payment for purchase',20707
3918,'1997-01-08',34192,-320.53,'Monthly payment #7',4036
3918,'1996-08-30',46583,-320.51,'Monthly payment #5',4036
3918,'1996-06-30',46583,-320.51,'Monthly payment #3',4036
3918,'1996-02-18',87295,2243.6,'Order was shipped',4036
3918,'1996-05-23',34192,-320.51,'Monthly payment #2',4036
3918,'1996-05-03',34192,-320.52,'Monthly payment #1',4036
3918,'1996-08-01',29387,-320.51,'Monthly payment #4',4036
3918,'2002-05-08',29387,2805.19,'Order was shipped',20707
3919,'1998-09-07',29387,2974.39,'Order was shipped',8606
3919,'1999-05-19',46583,-594.8599,'Monthly payment #5',8606
3919,'1999-02-23',87295,-594.88,'Monthly payment #4',8606
3919,'1999-01-12',29387,-594.88,'Monthly payment #3',8606
3919,'1998-11-03',98766,-594.88,'Monthly payment #1',8606
3919,'1996-10-30',34192,-2561,'Single/final payment for purchase',4037
3919,'1996-09-22',89097,2561,'Order was shipped',4037
3919,'1998-12-21',46583,-594.88,'Monthly payment #2',8606
3920,'1997-01-10',29387,-604.92,'Monthly payment #4',4038
3920,'1996-10-20',87295,-604.92,'Monthly payment #1',4038
3920,'1997-04-22',98766,-604.9001,'Monthly payment #6',4038
3920,'1997-03-14',89097,-604.92,'Monthly payment #5',4038
3920,'1996-11-18',34192,-604.92,'Monthly payment #2',4038
3920,'1996-08-04',87295,3629.5,'Order was shipped',4038
3920,'1996-12-21',46583,-604.92,'Monthly payment #3',4038
3921,'1996-11-20',89097,2054.5,'Order was shipped',4039
3921,'1997-01-01',98766,-2054.5,'Single/final payment for purchase',4039
3921,'1998-08-12',87295,2621.5,'Order was shipped',8507
3921,'1998-09-16',46583,-2621.5,'Single/final payment for purchase',8507
3922,'1996-08-16',98766,-431.9,'Monthly payment #4',4040
3922,'2002-05-07',98766,-4133.5,'Single/final payment for purchase',20658
3922,'1996-09-19',29387,-431.9,'Monthly payment #5',4040
3922,'1996-07-20',46583,-431.9,'Monthly payment #3',4040
3922,'1996-06-23',87295,-431.9,'Monthly payment #2',4040
3922,'1996-05-25',87295,-431.9,'Monthly payment #1',4040
3922,'1996-03-07',87295,2159.5,'Order was shipped',4040
3922,'2002-04-02',51512,4133.5,'Order was shipped',20658
3923,'1996-09-30',29387,2215,'Order was shipped',4041
3923,'1996-10-30',29387,-2215,'Single/final payment for purchase',4041
3924,'1996-11-25',51512,2804.87,'Order was shipped',4042
3924,'1997-02-06',89097,-934.95,'Monthly payment #1',4042
3924,'1997-04-15',51512,-934.95,'Monthly payment #2',4042
3924,'1997-05-06',46583,-934.9601,'Monthly payment #3',4042
3925,'1997-06-27',15293,-442.06,'Monthly payment #4',4043
3925,'1997-10-02',87295,-442.0798,'Monthly payment #7',4043
3925,'1997-08-23',51512,-442.06,'Monthly payment #6',4043
3925,'1997-05-31',15293,-442.06,'Monthly payment #3',4043
3925,'1997-04-29',46583,-442.06,'Monthly payment #2',4043
3925,'1997-03-26',46583,-442.06,'Monthly payment #1',4043
3925,'1996-10-12',29387,3094.44,'Order was shipped',4043
3925,'1997-07-30',87295,-442.06,'Monthly payment #5',4043
3926,'1997-02-16',46583,-470,'Monthly payment #7',4044
3926,'1996-05-29',87295,3290,'Order was shipped',4044
3926,'1996-08-09',89097,-470,'Monthly payment #1',4044
3926,'1996-09-07',98766,-470,'Monthly payment #2',4044
3926,'1996-10-14',15293,-470,'Monthly payment #3',4044
3926,'1996-11-20',89097,-470,'Monthly payment #4',4044
3926,'1996-12-12',87295,-470,'Monthly payment #5',4044
3926,'1997-01-15',34192,-470,'Monthly payment #6',4044
3927,'1996-12-21',15293,3094,'Order was shipped',4045
3927,'1997-02-03',46583,-3094,'Single/final payment for purchase',4045
3928,'1996-12-14',87295,3123.79,'Order was shipped',4046
3928,'1997-02-27',51512,-624.76,'Monthly payment #1',4046
3928,'1997-03-23',34192,-624.76,'Monthly payment #2',4046
3928,'1997-07-03',29387,-624.76,'Monthly payment #3',4046
3928,'1997-08-06',89097,-624.76,'Monthly payment #4',4046
3928,'1997-08-26',34192,-624.74,'Monthly payment #5',4046
3929,'1997-05-30',89097,-314.5,'Monthly payment #4',4047
3929,'1997-09-27',29387,-314.5,'Monthly payment #6',4047
3929,'1997-10-21',87295,-314.5,'Monthly payment #7',4047
3929,'1997-08-26',29387,-314.5,'Monthly payment #5',4047
3929,'1997-01-29',29387,-314.5,'Monthly payment #2',4047
3929,'1997-05-01',51512,-314.5,'Monthly payment #3',4047
3929,'1996-12-25',46583,-314.5,'Monthly payment #1',4047
3929,'1996-10-13',87295,2201.5,'Order was shipped',4047
3930,'1996-08-24',87295,-2401,'Single/final payment for purchase',4048
3930,'1996-07-18',51512,2401,'Order was shipped',4048
3931,'1996-05-15',34192,-454.74,'Monthly payment #1',4049
3931,'1997-02-27',29387,-454.73,'Monthly payment #7',4049
3931,'1996-10-25',29387,-454.73,'Monthly payment #6',4049
3931,'1996-09-23',87295,-454.73,'Monthly payment #5',4049
3931,'1996-08-26',34192,-454.73,'Monthly payment #4',4049
3931,'1996-06-13',29387,-454.73,'Monthly payment #2',4049
3931,'1996-03-08',15293,3183.12,'Order was shipped',4049
3931,'1996-07-15',98766,-454.73,'Monthly payment #3',4049
3932,'1996-02-05',29387,3695.19,'Order was shipped',4050
3932,'2003-03-02',98766,-2518.59,'Single/final payment for purchase',22371
3932,'1996-03-23',29387,-3695.19,'Single/final payment for purchase',4050
3932,'2003-01-29',15293,2518.6,'Order was shipped',22371
3933,'1996-11-23',51512,2397.33,'Order was shipped',4051
4426,'1998-03-10',46583,-476.7,'Monthly payment #6',5044
4426,'2003-02-06',51512,3020.05,'Order was shipped',22339
4426,'1998-02-02',29387,-476.72,'Monthly payment #5',5044
4426,'1998-01-04',34192,-476.72,'Monthly payment #4',5044
4426,'1997-11-04',46583,-476.72,'Monthly payment #2',5044
4426,'2003-03-12',89097,-3020.05,'Single/final payment for purchase',22339
4426,'1997-10-07',46583,-476.72,'Monthly payment #1',5044
4426,'1997-08-02',87295,2860.3,'Order was shipped',5044
4426,'1997-12-06',87295,-476.72,'Monthly payment #3',5044
4427,'1997-11-05',29387,2799.5,'Order was shipped',5045
4427,'1997-12-06',46583,-2799.5,'Single/final payment for purchase',5045
4428,'1997-11-30',46583,-2603.38,'Single/final payment for purchase',5046
4428,'1997-10-30',51512,2603.39,'Order was shipped',5046
4429,'1997-09-29',87295,3313.6,'Order was shipped',5047
4429,'1997-10-30',46583,-3313.6,'Single/final payment for purchase',5047
4430,'1997-05-23',51512,3448.75,'Order was shipped',5048
4430,'1997-06-22',46583,-3448.75,'Single/final payment for purchase',5048
4431,'1997-01-22',15293,1914.4,'Order was shipped',5049
4431,'1997-02-23',46583,-1914.4,'Single/final payment for purchase',5049
4432,'1998-05-30',51512,-366.99,'Monthly payment #4',5050
4432,'1998-08-25',89097,-366.98,'Monthly payment #7',5050
4432,'1998-06-26',87295,-366.99,'Monthly payment #5',5050
4432,'1998-04-06',34192,-366.99,'Monthly payment #2',5050
4432,'1998-03-07',87295,-366.99,'Monthly payment #1',5050
4432,'1997-12-31',87295,2568.92,'Order was shipped',5050
4432,'1998-07-29',51512,-366.99,'Monthly payment #6',5050
4432,'1998-04-30',34192,-366.99,'Monthly payment #3',5050
4433,'1997-10-04',51512,3030.1,'Order was shipped',5051
4433,'1997-11-05',89097,-3030.11,'Single/final payment for purchase',5051
4433,'1998-01-23',89097,2740.53,'Order was shipped',8630
4433,'1998-03-07',89097,-2740.51,'Single/final payment for purchase',8630
4434,'1997-10-06',34192,-363.11,'Monthly payment #6',5052
4434,'1999-04-06',87295,-940.51,'Monthly payment #3',8535
4434,'1999-02-21',87295,-940.51,'Monthly payment #2',8535
4434,'1999-01-30',87295,-940.51,'Monthly payment #1',8535
4434,'1998-10-08',89097,2821.54,'Order was shipped',8535
4434,'1997-12-05',87295,-363.11,'Monthly payment #7',5052
4434,'1997-08-03',46583,-363.11,'Monthly payment #4',5052
4434,'1997-07-09',89097,-363.11,'Monthly payment #3',5052
4434,'1997-05-23',46583,-363.11,'Monthly payment #2',5052
4434,'1997-05-09',87295,-363.11,'Monthly payment #1',5052
4434,'1997-02-21',51512,2904.91,'Order was shipped',5052
4434,'1997-09-05',34192,-363.11,'Monthly payment #5',5052
4434,'1998-04-12',51512,-363.1299,'Monthly payment #8',5052
4435,'1997-08-11',89097,-3260.6,'Single/final payment for purchase',5053
4435,'1997-07-09',51512,3260.6,'Order was shipped',5053
4436,'1998-05-30',87295,-1981,'Single/final payment for purchase',8415
4436,'1998-04-22',51512,1981,'Order was shipped',8415
4436,'1997-07-05',29387,2810.5,'Order was shipped',5054
4436,'1997-08-07',89097,-2810.5,'Single/final payment for purchase',5054
4437,'1997-03-12',29387,2348.1,'Order was shipped',5055
4437,'1997-04-14',89097,-2348.1,'Single/final payment for purchase',5055
4438,'1997-07-05',34192,-867.71,'Monthly payment #4',5056
4438,'1997-02-02',51512,4338.54,'Order was shipped',5056
4438,'1997-08-05',51512,-867.6897,'Monthly payment #5',5056
4438,'1997-05-10',89097,-867.71,'Monthly payment #2',5056
4438,'1997-04-04',89097,-867.71,'Monthly payment #1',5056
4438,'1997-06-01',89097,-867.71,'Monthly payment #3',5056
4439,'1997-04-19',51512,2977.44,'Order was shipped',5057
4439,'1997-06-19',87295,-992.48,'Monthly payment #1',5057
4439,'1997-07-21',51512,-992.48,'Monthly payment #2',5057
4439,'1997-08-19',98766,-992.48,'Monthly payment #3',5057
4440,'1997-05-23',29387,3000,'Order was shipped',5058
4440,'1997-06-26',98766,-3000,'Single/final payment for purchase',5058
4441,'1998-02-14',98766,-2012.5,'Single/final payment for purchase',5059
4441,'1998-01-13',87295,2012.5,'Order was shipped',5059
4442,'1997-12-05',51512,3500,'Order was shipped',5060
4442,'1998-02-08',34192,-1750,'Monthly payment #1',5060
4442,'1998-03-09',51512,-1750,'Monthly payment #2',5060
4443,'1997-07-16',51512,-3406.25,'Single/final payment for purchase',5061
4443,'1997-06-14',87295,3406.25,'Order was shipped',5061
4444,'1997-05-19',51512,-2568.92,'Single/final payment for purchase',5062
4444,'1997-04-15',15293,2568.92,'Order was shipped',5062
4445,'1998-05-30',29387,-467.48,'Monthly payment #3',8403
4445,'1998-12-02',51512,-467.46,'Monthly payment #6',8403
4445,'1998-06-27',89097,-467.48,'Monthly payment #4',8403
4445,'1998-05-07',34192,-467.48,'Monthly payment #2',8403
4445,'1998-03-28',29387,-467.48,'Monthly payment #1',8403
4445,'1998-01-12',87295,2804.87,'Order was shipped',8403
4445,'1997-12-07',51512,-2611.84,'Single/final payment for purchase',5063
4445,'1997-11-05',29387,2611.83,'Order was shipped',5063
4445,'1998-08-22',89097,-467.48,'Monthly payment #5',8403
4446,'1997-04-15',89097,2901.39,'Order was shipped',5064
4446,'1997-05-19',51512,-2901.38,'Single/final payment for purchase',5064
4447,'1998-08-13',46583,-2035.63,'Single/final payment for purchase',8746
4447,'2002-05-08',89097,-2768.75,'Single/final payment for purchase',20631
4447,'1998-06-18',29387,2035.63,'Order was shipped',8746
4447,'1998-01-16',51512,-2524.37,'Single/final payment for purchase',5065
4447,'1997-12-15',15293,2524.37,'Order was shipped',5065
4447,'2002-04-06',51512,2768.75,'Order was shipped',20631
4448,'2002-07-15',89097,-4055.59,'Single/final payment for purchase',20690
4448,'1997-02-06',51512,2571.6,'Order was shipped',5066
4448,'1997-04-05',34192,-1285.81,'Monthly payment #1',5066
4448,'1997-05-08',89097,-1285.79,'Monthly payment #2',5066
4448,'2002-06-11',87295,4055.6,'Order was shipped',20690
4449,'1998-04-17',98766,-463.1499,'Monthly payment #6',5067
4449,'1998-03-19',15293,-463.17,'Monthly payment #5',5067
